0 0
1 1
0 2190
1 2113
2 745
3 144
4 580
5 142
6 109
7 100
8 523
9 98
10 93
11 96
12 92
13 91
14 93
15 93
16 3780
17 116
18 119
19 116
20 120
21 97
22 99
23 92
24 96
25 93
26 95
27 92
28 93
29 95
30 89
31 94
32 520
33 93
34 93
35 94
36 92
37 91
38 89
39 89
40 93
41 87
42 88
43 92
44 93
45 92
46 94
47 92
48 92
49 89
50 91
51 89
52 93
53 92
54 91
55 92
56 93
57 90
58 91
59 89
60 91
61 92
62 91
63 87
64 534
65 93
66 91
67 86
68 92
69 93
70 91
71 92
72 93
73 93
74 92
75 92
76 93
77 90
78 94
79 95
80 89
81 93
82 91
83 90
84 91
85 90
86 92
87 92
88 90
89 91
90 90
91 89
92 89
93 90
94 93
95 90
96 92
97 90
98 91
99 90
